S|<NP-NP-VP-.-> ==> NP S|<NP-VP-.-> [1.0]
VP ==> VP VP|<CC-VP-S> [6.90846286701E-5]
S ==> CC S|<S-,-NP-VP-.> [1.05630083448E-4]
SBARQ|<``-WHADVP-SQ-.-''> ==> `` SBARQ|<WHADVP-SQ-.-''> [1.0]
S|<:-``-NP-VP-.-''> ==> : S|<``-NP-VP-.-''> [1.0]
VP ==> VB VP|<``-NP-''-PP> [1.3816925734E-4]
UCP|<,-NN-,-NN-CC-JJ> ==> , UCP|<NN-,-NN-CC-JJ> [1.0]
SBAR ==> IN SBAR|<NN-S> [0.00221141088014]
NP|<CONJP-NP-CC-,-PP-,-NP> ==> CONJP NP|<NP-CC-,-PP-,-NP> [1.0]
VP ==> VBZ VP|<ADJP-PP-ADVP> [6.90846286701E-5]
VP ==> VBG VP [0.00193436960276]
VP ==> VBN VP|<PRT-,-ADVP> [6.90846286701E-5]
NP ==> DT NP|<VBN-NN-NNS> [6.49371732848E-5]
VP|<NP-''-PP-SBAR-,-SBAR> ==> NP VP|<''-PP-SBAR-,-SBAR> [1.0]
SBAR|<CC-WHADVP-S> ==> CC SBAR|<WHADVP-S> [1.0]
NP|<JJ-JJ-,-ADJP-NN> ==> JJ NP|<JJ-,-ADJP-NN> [1.0]
NP ==> NP NP|<,-NP-,-ADVP-NP-,> [3.24685866424E-5]
VP|<NP-``-SBAR> ==> NP VP|<``-SBAR> [1.0]
FRAG|<PRN-``-S-.-''> ==> PRN FRAG|<``-S-.-''> [1.0]
QP|<CD-NNS-TO-$-CD> ==> CD QP|<NNS-TO-$-CD> [1.0]
ADJP ==> RB RB [0.00404530744337]
VP ==> VB VP|<PRT-PP-SBAR> [6.90846286701E-5]
NP|<JJ-,-JJ-NNP> ==> JJ NP|<,-JJ-NNP> [1.0]
VP ==> VBZ VP|<``-INTJ> [6.90846286701E-5]
NP|<NP-NX-POS> ==> NP NP|<NX-POS> [1.0]
VP ==> PP VP|<VBD-NP> [6.90846286701E-5]
NP ==> RB NP|<DT-NN-S> [3.24685866424E-5]
S|<,-NP-VP-.-''> ==> , S|<NP-VP-.-''> [1.0]
NP ==> DT NP|<NNP-NNP-ADJP-NN> [3.24685866424E-5]
NP|<JJ-NN-NN-.> ==> JJ NP|<NN-NN-.> [1.0]
NP ==> NNP NP|<NN-NNP-NN> [3.24685866424E-5]
VP|<CC-VP-,-PP> ==> CC VP|<VP-,-PP> [1.0]
S|<,-ADVP-NP-VP-.> ==> , S|<ADVP-NP-VP-.> [1.0]
S|<,-PP-,-VP-.> ==> , S|<PP-,-VP-.> [1.0]
NP|<NP-,-PP-S-.> ==> NP NP|<,-PP-S-.> [1.0]
NP|<VBN-JJ-NN> ==> VBN NP|<JJ-NN> [1.0]
S|<CC-S-,-SBAR-.> ==> CC S|<S-,-SBAR-.> [1.0]
NP ==> NX NP|<NNS-POS> [3.24685866424E-5]
VP ==> VBN VP|<PP-SBAR> [6.90846286701E-5]
NP|<VBG-NN-NNP-NNP> ==> VBG NP|<NN-NNP-NNP> [1.0]
VP|<NP-S-PRN-S> ==> NP VP|<S-PRN-S> [1.0]
NP|<NNP-NN-NNS-POS> ==> NNP NP|<NN-NNS-POS> [1.0]
NP ==> NNS NP|<CONJP-NNS> [3.24685866424E-5]
PP ==> RB PP|<IN-S> [5.36365586784E-4]
NP ==> NN NP|<JJ-NNS> [9.74057599273E-5]
NP|<ADJP-JJ-CD-NN> ==> ADJP NP|<JJ-CD-NN> [1.0]
VP|<RB-ADJP-,-ADVP> ==> RB VP|<ADJP-,-ADVP> [1.0]
NP|<JJ-,-ADJP-NN> ==> JJ NP|<,-ADJP-NN> [1.0]
NP ==> VBN NNS [6.16903146206E-4]
VP ==> VBN VP|<ADJP-,-PP> [6.90846286701E-5]
QP ==> CD QP|<TO-CD> [0.0113924050633]
UCP|<CC-JJ> ==> CC JJ [1.0]
NP|<JJ-NNP-NNS-NNS> ==> JJ NP|<NNP-NNS-NNS> [1.0]
NX ==> NP PP [0.021897810219]
NP ==> NP NP|<:-NP-.> [8.76651839345E-4]
S ==> S S|<:-CC-,-ADVP-,-S> [1.05630083448E-4]
NP ==> NNP NP|<,-NNP-CC-NNP-POS> [3.24685866424E-5]
NP|<ADJP-VP> ==> ADJP VP [1.0]
NP|<JJ-NN-NN-NN-NN> ==> JJ NP|<NN-NN-NN-NN> [1.0]
VP ==> VBD VP|<NP-PP-:-PP> [6.90846286701E-5]
NP|<PP-PP-.> ==> PP NP|<PP-.> [1.0]
NP|<NP-,-''-NP> ==> NP NP|<,-''-NP> [1.0]
QP|<NN-CC-CD-NN> ==> NN QP|<CC-CD-NN> [1.0]
NP ==> NP NP|<,-NP-,-SBAR> [3.24685866424E-4]
VP ==> NN PP [3.45423143351E-4]
ADJP|<,-JJ-CC-JJ> ==> , ADJP|<JJ-CC-JJ> [1.0]
NP|<PRN-``-VP-.-''> ==> PRN NP|<``-VP-.-''> [1.0]
VP ==> VBN VP|<ADJP-,-SBAR> [1.3816925734E-4]
NP ==> DT NP|<JJ-JJ-VBG-NN> [3.24685866424E-5]
NP ==> DT NP|<JJ-NN-NN-SBAR> [3.24685866424E-5]
VP|<VBZ-S> ==> VBZ S [1.0]
NP|<NNPS-CC-NNP> ==> NNPS NP|<CC-NNP> [1.0]
NP|<,-ADJP-NN-NN> ==> , NP|<ADJP-NN-NN> [1.0]
NP ==> NP NP|<PP-,-PP> [3.24685866424E-4]
FRAG ==> VP FRAG|<:-NP-,-NP-,-PP-,-PP-.> [0.00961538461538]
VP|<NP-NP-PP-NP> ==> NP VP|<NP-PP-NP> [1.0]
NP ==> CC NP|<DT-NNP-CC-NNP-NN-NN-NNS> [3.24685866424E-5]
VP|<VBP-NP> ==> VBP NP [1.0]
NP|<,-PP-PP-,> ==> , NP|<PP-PP-,> [1.0]
VP|<ADVP-PP-PP-,-PP> ==> ADVP VP|<PP-PP-,-PP> [1.0]
NP|<CC-RB-NP-,-S> ==> CC NP|<RB-NP-,-S> [1.0]
NP|<NP-PP> ==> NP PP [1.0]
S|<,-''-PRN-,-CC-S-.-''> ==> , S|<''-PRN-,-CC-S-.-''> [1.0]
VP|<PP-PP-NP> ==> PP VP|<PP-NP> [1.0]
VP ==> VB VP|<NP-:-ADVP-,-SBAR> [6.90846286701E-5]
NP ==> RB NP|<DT-JJ-NN-CC-NN> [3.24685866424E-5]
NP|<JJ-NN-CC-NN-NNS> ==> JJ NP|<NN-CC-NN-NNS> [1.0]
NP ==> PRP$ NP|<JJ-JJ-NN-NN> [3.24685866424E-5]
NP|<VP-,-''-SBAR> ==> VP NP|<,-''-SBAR> [1.0]
NP|<VBD-NNS> ==> VBD NNS [1.0]
ADJP ==> `` ADJP|<VBN-''-PP> [8.09061488673E-4]
NP ==> DT NP|<QP-JJ-NNS> [3.24685866424E-5]
NP ==> JJ NP|<NN-VBG-NNS> [3.24685866424E-5]
NP|<PP-PP-PP> ==> PP NP|<PP-PP> [1.0]
VP ==> VBP VP|<ADVP-S> [6.90846286701E-5]
NP ==> NNP NP|<NNP-NNP-NNP-NNP-NNP-NNP> [3.24685866424E-5]
NP ==> JJ NP|<NNP-NNP-NNS> [6.49371732848E-5]
NP|<CC-CD-NNS> ==> CC NP|<CD-NNS> [1.0]
VP ==> VBN VP|<NP-S-,-PP> [6.90846286701E-5]
NP ==> PRP$ NP|<NNP-NNP-JJ-VBN-NN> [3.24685866424E-5]
NP ==> NP NP|<CD-NN-NNS> [9.74057599273E-5]
VP ==> VBG VP|<NP-PP-,-SBAR> [1.3816925734E-4]
NP|<NNP-:> ==> NNP : [1.0]
SQ|<NP-ADVP-VP-.> ==> NP SQ|<ADVP-VP-.> [1.0]
NP ==> NN NP|<NNS-CC-NNS> [2.27280106497E-4]
ADJP ==> QP NN [0.00647249190939]
VP ==> VBD VP|<NP-ADVP-,-S> [6.90846286701E-5]
VP|<NP-PRN-S> ==> NP VP|<PRN-S> [1.0]
UCP ==> SBAR UCP|<CC-PP> [0.025641025641]
S|<ADJP-SBAR> ==> ADJP SBAR [1.0]
NP ==> DT NP|<NNP-``-NNS-''-NN> [3.24685866424E-5]
NP|<PRN-NN> ==> PRN NN [1.0]
VP|<PP-SBAR> ==> PP SBAR [1.0]
VP ==> VBN VP|<PP-S-PP> [6.90846286701E-5]
NP ==> DT NP|<JJS-NN-NNS> [6.49371732848E-5]
NP ==> NP NP|<NNP-.--NNP--NNP> [3.24685866424E-5]
NP|<''-NNP-NNP> ==> '' NP|<NNP-NNP> [1.0]
NP ==> JJR NP|<DT-NN> [1.94811519855E-4]
NP|<JJ-QP--NONE-> ==> JJ NP|<QP--NONE-> [1.0]
ADJP|<RB-JJ-PP> ==> RB ADJP|<JJ-PP> [1.0]
NP ==> DT NP|<NN-SBAR> [0.00113640053248]
VP|<NP-PP-ADVP-ADVP> ==> NP VP|<PP-ADVP-ADVP> [1.0]
FRAG|<FRAG-:-FRAG-:-FRAG-:-CC-FRAG> ==> FRAG FRAG|<:-FRAG-:-FRAG-:-CC-FRAG> [1.0]
NP|<NNP-NNP-NNP-NN-NN-NNP> ==> NNP NP|<NNP-NNP-NN-NN-NNP> [1.0]
VP|<VBP-''-S> ==> VBP VP|<''-S> [1.0]
NP ==> DT NP|<NNP-NNPS-CC-NNP-NNP> [3.24685866424E-5]
S ==> NP S|<,-S-,-ADVP-VP-.> [1.05630083448E-4]
PP ==> ADVP PP|<IN-IN-NP> [4.29092469427E-4]
NP|<NNS-,-NNS-CC-NN-NNS-NN> ==> NNS NP|<,-NNS-CC-NN-NNS-NN> [1.0]
PP ==> IN ADJP [0.00193091611242]
SQ ==> VBP SQ|<NP-VP-.> [0.0294117647059]
VP ==> VB VP|<CC-VB-NP> [4.83592400691E-4]
SBARQ|<,-WHADVP-SQ-.> ==> , SBARQ|<WHADVP-SQ-.> [1.0]
NP ==> NP NP|<ADJP-PP-SBAR> [6.49371732848E-5]
NP ==> DT NP|<VBN-NNS> [1.62342933212E-4]
NP ==> NP NP|<ADJP-JJ-NN> [6.49371732848E-5]
VP ==> VP VP|<CC-VP-NP> [6.90846286701E-5]
NP ==> NP=3 NP|<,-ADVP> [6.49371732848E-5]
NAC ==> CD NAC|<NNS-PP> [0.0196078431373]
NP|<NNP-CC-NNP-NN> ==> NNP NP|<CC-NNP-NN> [1.0]
VP|<VBP-ADVP> ==> VBP ADVP [1.0]
VP ==> VB VP|<PRN-NP-PP> [6.90846286701E-5]
NP|<,-''-NP> ==> , NP|<''-NP> [1.0]
NP ==> JJ NP|<JJ-NX> [3.24685866424E-5]
NP ==> JJ NP|<NNS-NN> [6.49371732848E-5]
VP ==> VBN VP|<ADVP-,-S> [6.90846286701E-5]
S ==> `` S|<NP-VP-,-''> [1.05630083448E-4]
VP ==> VBD VP|<PP-NP-PP> [6.90846286701E-5]
VP|<,-``-SQ-''> ==> , VP|<``-SQ-''> [1.0]
VP ==> VBZ VP|<NP-PP-,-PP> [1.3816925734E-4]
WHNP ==> WHADJP WHNP|<NNS-CC-NNS> [0.00133155792277]
S ==> NP S|<VP-.-''> [0.00834477659237]
VP|<,-CONJP-VP> ==> , VP|<CONJP-VP> [1.0]
NP|<JJ-NN-JJ-NN-NN> ==> JJ NP|<NN-JJ-NN-NN> [1.0]
S|<CC-S-.-''> ==> CC S|<S-.-''> [1.0]
NP|<NNP-NNP-NNP-''-NNP> ==> NNP NP|<NNP-NNP-''-NNP> [1.0]
NP ==> NP NP|<NAC-NN-NNS> [3.24685866424E-5]
VP ==> VB VP|<PRN-SBAR> [6.90846286701E-5]
S ==> CC S|<PP-,-NP-VP-.> [0.00169008133516]
VP ==> VBG VP|<CC-VBG-NP-SBAR> [6.90846286701E-5]
S|<,-CC-S-,-CC-S-.-''> ==> , S|<CC-S-,-CC-S-.-''> [1.0]
NP ==> JJ NP|<CC-JJ> [3.24685866424E-5]
NP ==> NP NP|<NN-CD--NN--NN-NN-NN> [3.24685866424E-5]
NP|<,-CC-NNP> ==> , NP|<CC-NNP> [1.0]
NP|<NP-PRN-,-NP> ==> NP NP|<PRN-,-NP> [1.0]
VP ==> VB VP|<PP-NP-,-ADVP> [6.90846286701E-5]
S ==> CC S|<PP-PRN-NP-VP-.> [1.05630083448E-4]
VP ==> VBD VP|<ADVP-ADVP-,-S> [6.90846286701E-5]
NP ==> DT NP|<ADJP-JJ-CD-NN> [3.24685866424E-5]
VP ==> VBD NP [0.032884283247]
VP|<NP-,-PP-ADVP> ==> NP VP|<,-PP-ADVP> [1.0]
NP ==> NNP NP|<JJ-NN> [1.62342933212E-4]
FRAG ==> NP VP [0.0576923076923]
NP|<CC-NP-,-PP> ==> CC NP|<NP-,-PP> [1.0]
ADVP ==> RB ADVP|<RBR-RB> [0.0010718113612]
NP|<NNS-CC-NNS-NN-NN> ==> NNS NP|<CC-NNS-NN-NN> [1.0]
PP ==> IN PP|<CC-IN-NP> [3.2181935207E-4]
S|<:-NP-VP-.> ==> : S|<NP-VP-.> [1.0]
NX ==> JJ NX|<JJ-NNS> [0.00729927007299]
VP ==> VBG VP|<NP-ADVP-PP-SBAR> [6.90846286701E-5]
QP ==> IN QP|<$-CD-TO-$-CD> [0.00126582278481]
VP ==> VB VP|<ADVP-ADJP-PP> [6.90846286701E-5]
NP|<,-CC-ADJP> ==> , NP|<CC-ADJP> [1.0]
VP ==> VBP VP|<NP-PP-,-SBAR> [1.3816925734E-4]
VP|<PP-S-NP> ==> PP VP|<S-NP> [1.0]
NP ==> NNS NP|<,-NNS-CC-NNS> [9.74057599273E-5]
VP ==> ADVP VP|<ADVP-VBD-NP-S> [6.90846286701E-5]
VP|<PP-,-''-S> ==> PP VP|<,-''-S> [1.0]
NP ==> NNP NP|<NNP-NNP-NNP-NNP-POS> [3.24685866424E-5]
NP|<NNP-NNS-NN> ==> NNP NP|<NNS-NN> [1.0]
NP ==> `` NP|<NP-,-''-RB-NP> [3.24685866424E-5]
VP ==> VBG VP|<PRN-S> [6.90846286701E-5]
ADJP ==> RB VBG [0.00161812297735]
NP ==> NP NP|<PRN-,-SBAR-,> [3.24685866424E-5]
ADVP|<RB-RB> ==> RB RB [1.0]
NP|<NN-,-CC-NN-,> ==> NN NP|<,-CC-NN-,> [1.0]
NP|<,-''-CC-NP> ==> , NP|<''-CC-NP> [1.0]
QP ==> $ CD [0.00126582278481]
NP|<,-CC-NP-,> ==> , NP|<CC-NP-,> [1.0]
NP ==> PRP$ NP|<CD-NNS> [1.94811519855E-4]
ADJP ==> JJ ADJP|<CC-JJ> [0.0218446601942]
S|<CC-S-''-CC-S> ==> CC S|<S-''-CC-S> [1.0]
NP ==> ADJP NP|<NNP-NNP> [9.74057599273E-5]
NP|<ADJP-JJ-NN-NNS-NN> ==> ADJP NP|<JJ-NN-NNS-NN> [1.0]
SBAR ==> WHADVP FRAG [0.00132684652808]
NP|<ADJP-``-JJ-''-NN> ==> ADJP NP|<``-JJ-''-NN> [1.0]
VP ==> VBD VP|<PRT-''-SBAR> [6.90846286701E-5]
NP|<,-VP-,-PP-.> ==> , NP|<VP-,-PP-.> [1.0]
NP|<FW-NN> ==> FW NN [1.0]
VP|<JJ-NP> ==> JJ NP [1.0]
S|<,-''-PRN-``-NP-VP-.-''> ==> , S|<''-PRN-``-NP-VP-.-''> [1.0]
NP ==> NP NP|<NP-PP-.> [3.24685866424E-5]
NP|<NNPS-CC-NNP-NNP-NN> ==> NNPS NP|<CC-NNP-NNP-NN> [1.0]
NP ==> NP NP|<CC-``-NP> [3.24685866424E-5]
ADVP|<JJ-RB> ==> JJ RB [1.0]
S ==> `` S|<NP-PRN-VP-.-''> [1.05630083448E-4]
VP ==> ADVP VP|<VBD-PP-ADVP> [6.90846286701E-5]
VP ==> VB UCP [2.7633851468E-4]
NP ==> DT NP|<CD-JJ-NNS> [3.57154453067E-4]
NP ==> JJ NP|<NNP-NNS-CC-NNS> [3.24685866424E-5]
S ==> CC S|<NP-VP-:-S-.> [1.05630083448E-4]
PRN ==> : PRN|<PP-:> [0.0334448160535]
S ==> S S|<:-S-.> [0.0046477236717]
NP ==> DT NP|<JJ-NNP-NN> [3.57154453067E-4]
NP ==> DT NP|<JJ-JJ-,-ADJP-NN> [3.24685866424E-5]
VP|<PP-NP-,-ADVP> ==> PP VP|<NP-,-ADVP> [1.0]
FRAG ==> RB PP [0.0192307692308]
NP ==> `` NP|<RB-DT-JJ-NN-''> [3.24685866424E-5]
VP|<NP-,-PP-,-PP> ==> NP VP|<,-PP-,-PP> [1.0]
VP|<ADVP-ADJP-ADVP> ==> ADVP VP|<ADJP-ADVP> [1.0]
VP|<ADVP-VP> ==> ADVP VP [1.0]
NP ==> DT NP|<JJ-JJ-NNP-NN> [3.24685866424E-5]
S|<,-S-,-CC-S> ==> , S|<S-,-CC-S> [1.0]
NP ==> RB NP|<DT-JJ-NN> [2.92217279782E-4]
NP|<CD-CC-CD> ==> CD NP|<CC-CD> [1.0]
VP|<VBD-PRT-NP> ==> VBD VP|<PRT-NP> [1.0]
QP ==> RB QP|<JJ-IN-$-CD-CD> [0.00126582278481]
NP|<JJ-NNP-NNP-NNP-NNP-NNP> ==> JJ NP|<NNP-NNP-NNP-NNP-NNP> [1.0]
VP ==> VBN VP|<ADJP-PP-,-SBAR> [6.90846286701E-5]
VP|<ADJP-''> ==> ADJP '' [1.0]
NP ==> NNP NP|<NNP-NNPS-NN-NNP-NNP> [3.24685866424E-5]
VP ==> VBN VP|<NP-PP-NP> [2.0725388601E-4]
NP ==> NP NP|<JJ-NN-CC-NN> [3.24685866424E-5]
VP|<VBN-NP-NP> ==> VBN VP|<NP-NP> [1.0]
NP ==> NP NP|<PP-''-SBAR> [3.24685866424E-5]
NP|<PRN-,-SBAR-,> ==> PRN NP|<,-SBAR-,> [1.0]
VP ==> VBN VP|<ADVP-S> [6.90846286701E-5]
NP ==> DT NP|<VBN-NN-NN> [1.62342933212E-4]
NP|<``-NN-S> ==> `` NP|<NN-S> [1.0]
NP|<:-NP-CC-NP> ==> : NP|<NP-CC-NP> [1.0]
ADJP|<PRT-PP> ==> PRT PP [1.0]
UCP|<CC-SBAR> ==> CC SBAR [1.0]
NP|<VBG-NN> ==> VBG NN [1.0]
VP|<ADJP-PP-,-PP> ==> ADJP VP|<PP-,-PP> [1.0]
NP|<RB-IN-NP> ==> RB NP|<IN-NP> [1.0]
NP|<,-NP-,-FW> ==> , NP|<NP-,-FW> [1.0]
NP|<CC-NNP-NNP> ==> CC NP|<NNP-NNP> [1.0]
VP ==> VBP VP|<PRT-PP-NP> [6.90846286701E-5]
WHNP ==> WP$ NP [0.00133155792277]
VP|<VBN-NP-,-PP> ==> VBN VP|<NP-,-PP> [1.0]
PRN|<,-NP-:> ==> , PRN|<NP-:> [1.0]
VP ==> PRN VP|<VBZ-VP> [6.90846286701E-5]
NP ==> DT NP|<ADJP-NN-VBG-NN> [3.24685866424E-5]
NP|<NP-CC-,-PP-,-NP> ==> NP NP|<CC-,-PP-,-NP> [1.0]
VP ==> VP VP|<,-VP-,-CC-VP> [1.3816925734E-4]
S ==> S S|<,-S-,-CC-S-.> [1.05630083448E-4]
VP|<SBAR-,-RB-NP> ==> SBAR VP|<,-RB-NP> [1.0]
NP ==> NP NP|<JJR-NN> [3.24685866424E-5]
UCP ==> PP UCP|<,-CC-RB-ADJP> [0.025641025641]
NP|<SQ-.> ==> SQ . [1.0]
NP ==> NP NP|<:-ADVP> [3.24685866424E-5]
NP|<CD-NNP-NN-NNS> ==> CD NP|<NNP-NN-NNS> [1.0]
NP ==> DT NP|<ADJP-NX> [6.49371732848E-5]
VP ==> VBZ VP|<S-,-SBAR> [2.0725388601E-4]
S ==> PP S|<,-S-,-NP-VP-.> [1.05630083448E-4]
S ==> SBAR S|<,-``-NP-VP-.> [1.05630083448E-4]
ADJP|<JJ-S> ==> JJ S [1.0]
NP|<ADJP-,-VP-.> ==> ADJP NP|<,-VP-.> [1.0]
NP|<NNP-NNP-JJ-NN-NN> ==> NNP NP|<NNP-JJ-NN-NN> [1.0]
S|<''-PRN-``-NP-VP-.-''> ==> '' S|<PRN-``-NP-VP-.-''> [1.0]
NP|<JJR-CD> ==> JJR CD [1.0]
NP ==> RB NNP [3.24685866424E-5]
VP|<NP-PP-PP-NP> ==> NP VP|<PP-PP-NP> [1.0]
NP ==> DT NP|<JJ-NNP-NNS> [6.49371732848E-5]
VP ==> VBG ADVP [8.29015544041E-4]
NX|<VBG-NN> ==> VBG NN [1.0]
NP|<NAC-NNS> ==> NAC NNS [1.0]
NP|<JJ-VBG-NN> ==> JJ NP|<VBG-NN> [1.0]
X ==> NNP X|<NNP-NNP-CD-NN> [0.142857142857]
UCP ==> JJ UCP|<CC-NN-NN> [0.025641025641]
VP|<VBG-PRN-PP> ==> VBG VP|<PRN-PP> [1.0]
SINV|<VP-NP> ==> VP NP [1.0]
PRN|<,-PP-> ==> , PRN|<PP-> [1.0]
NAC|<,-CD-,> ==> , NAC|<CD-,> [1.0]
NP ==> `` NP|<NP-,-''-PP> [3.24685866424E-5]
NP|<NNS-VBG-NN> ==> NNS NP|<VBG-NN> [1.0]
NP|<JJ-NNS-NN> ==> JJ NP|<NNS-NN> [1.0]
VP ==> VBD VP|<,-``-S> [7.59930915371E-4]
VP ==> VBG VP|<NP-''-PP> [6.90846286701E-5]
VP|<ADJP-''-SBAR> ==> ADJP VP|<''-SBAR> [1.0]
SINV ==> ADJP SINV|<VP-NP> [0.0050]
VP ==> VBN VP|<X-PRT-NP-X> [6.90846286701E-5]
VP ==> VBP VP|<NP-:-CC-FRAG> [6.90846286701E-5]
PP ==> RB PP|<PP-CC-PP> [1.07273117357E-4]
SQ|<''-VP> ==> '' VP [1.0]
NP ==> NNS . [3.24685866424E-5]
VP ==> VBG VP|<S-PP> [1.3816925734E-4]
VP|<PP-NP-SBAR> ==> PP VP|<NP-SBAR> [1.0]
NP ==> NP NP|<NN-CC-JJ-NN-NN> [3.24685866424E-5]
PRN ==> : PRN|<VP-:> [0.0066889632107]
S|<ADVP-ADVP=3> ==> ADVP ADVP=3 [1.0]
VP ==> VB VP|<NP-,-SBAR> [5.52677029361E-4]
SINV|<NP-,-``-S-.-''> ==> NP SINV|<,-``-S-.-''> [1.0]
NP|<RB-.> ==> RB . [1.0]
NP ==> DT NP|<NNP-NNP-NN-NN> [2.59748693139E-4]
NP|<NN-NNS> ==> NN NNS [1.0]
NP|<PP-,-RRC-,> ==> PP NP|<,-RRC-,> [1.0]
NP|<ADJP-,-PP> ==> ADJP NP|<,-PP> [1.0]
VP|<VBN-''-NP-PP-PP> ==> VBN VP|<''-NP-PP-PP> [1.0]
NP|<JJS-NNP-NNP-NN> ==> JJS NP|<NNP-NNP-NN> [1.0]
VP|<``-PP-,-''> ==> `` VP|<PP-,-''> [1.0]
NP|<NP-,-''> ==> NP NP|<,-''> [1.0]
SBARQ ==> WHNP SBARQ|<SQ-.> [0.285714285714]
PRN|<:-NP-> ==> : PRN|<NP-> [1.0]
VP ==> VBD VP|<-NP--PP> [6.90846286701E-5]
NP|<:-CC-NP> ==> : NP|<CC-NP> [1.0]
VP ==> VP VP|<CC-VP-SBAR> [6.90846286701E-5]
QP|<IN-$-CD-CD> ==> IN QP|<$-CD-CD> [1.0]
QP|<NN-CC-CD-JJ> ==> NN QP|<CC-CD-JJ> [1.0]
VP|<``-NP-''> ==> `` VP|<NP-''> [1.0]
NP|<NNP-NNP-JJ> ==> NNP NP|<NNP-JJ> [1.0]
NP|<:-NP-:-NP-:-NP-:-NP-:-NP-:-NP-:-NP-:-CC-NP> ==> : NP|<NP-:-NP-:-NP-:-NP-:-NP-:-NP-:-NP-:-CC-NP> [1.0]
PP ==> IN PP|<IN-NP> [0.00375455910749]
S ==> SBAR S|<PRN-S-CC-S-.> [1.05630083448E-4]
NP|<``-NNP-''-NNP-NNP> ==> `` NP|<NNP-''-NNP-NNP> [1.0]
VP ==> VBG VP|<CC-VBG-NP> [5.52677029361E-4]
UCP ==> PP UCP|<CC-NP> [0.025641025641]
VP ==> VB VP|<RB-ADVP-VP> [6.90846286701E-5]
VP ==> VBP VP|<PP-NP> [6.90846286701E-5]
NP ==> NP NP|<,-SBAR-,-PP> [3.24685866424E-5]
VP ==> VB VP|<PRT-NP-PP> [2.0725388601E-4]
NP ==> NP NP|<VBN-NN-NNS> [3.24685866424E-5]
NP|<VBD-NN> ==> VBD NN [1.0]
NP ==> NNP NP|<NNPS-NN-NNP-NNP> [3.24685866424E-5]
VP ==> VBN VP|<S-PP-PP-SBAR> [6.90846286701E-5]
VP ==> VBG VP|<NP-PP-SBAR> [2.0725388601E-4]
NP ==> DT NP|<VBG-QP--NONE-> [3.24685866424E-5]
NP|<NN-JJ-NNS> ==> NN NP|<JJ-NNS> [1.0]
VP|<,-VB-,-CC-VB-NP> ==> , VP|<VB-,-CC-VB-NP> [1.0]
VP|<VBZ-NP> ==> VBZ NP [1.0]
NP|<ADJP-JJ-NNS-JJ-NN> ==> ADJP NP|<JJ-NNS-JJ-NN> [1.0]
NP|<NAC-NN-NNS> ==> NAC NP|<NN-NNS> [1.0]
SBARQ|<WHADVP-SQ-.-''> ==> WHADVP SBARQ|<SQ-.-''> [1.0]
S ==> S S|<,-NP-NP-VP-.> [1.05630083448E-4]
VP ==> VB VP|<PP-,-PP-,-SBAR> [6.90846286701E-5]
S|<NP-PRN-VP-.-''> ==> NP S|<PRN-VP-.-''> [1.0]
VP|<SBAR-PP-PP> ==> SBAR VP|<PP-PP> [1.0]
NP ==> JJ NP|<NN-JJ-NN-NN-NNS> [3.24685866424E-5]
VP|<,-VP-CC-VP-ADVP> ==> , VP|<VP-CC-VP-ADVP> [1.0]
NP ==> CD NP|<NNP-NNP> [3.24685866424E-5]
S ==> PP S|<,-NP-,-S-,-VP-.> [1.05630083448E-4]
NP ==> `` NP|<NP-PP-''-SBAR> [3.24685866424E-5]
NP ==> NP NP|<:-SQ-.> [3.24685866424E-5]
VP|<PRN-PP> ==> PRN PP [1.0]
NP ==> DT NP|<JJ-NN-CC-NN> [1.2987434657E-4]
S ==> CC S|<NP-,-SBAR-,-VP> [1.05630083448E-4]
NP ==> RB NP|<DT-JJ-NNS> [1.2987434657E-4]
NP ==> NP NP|<VBN-QP--NONE-> [3.24685866424E-5]
NP ==> DT NP|<NN-NN-POS> [3.89623039709E-4]
NP ==> PRP$ NP|<RB-VBN-VBG-NN> [3.24685866424E-5]
VP|<NP-PP-,-NP-,-PP> ==> NP VP|<PP-,-NP-,-PP> [1.0]
VP|<PRT-PP-,-S> ==> PRT VP|<PP-,-S> [1.0]
NP ==> DT NP|<JJ-,-JJ-NN-NN> [3.24685866424E-5]
NP ==> NP NP|<,-NP-.> [1.2987434657E-4]
NP ==> PRP$ NP|<NNP-NNP-NNP-JJ-NN> [3.24685866424E-5]
QP ==> IN QP|<$-CD> [0.00632911392405]
VP ==> VBD VP|<NP-PP-PP-PP> [4.14507772021E-4]
NP ==> PRP$ NP|<VBN-CD-NN-NNS-NNS> [3.24685866424E-5]
VP|<VP-NP-PP> ==> VP VP|<NP-PP> [1.0]
VP ==> VB VP|<NP-PP-,-S> [1.3816925734E-4]
S ==> `` S|<RB-NP-VP-.-''> [1.05630083448E-4]
SINV ==> S SINV|<,-''-VP-NP-.-''> [0.0050]
NP ==> DT NP|<CD-NNP> [6.49371732848E-5]
NP ==> IN NP|<CD-NNS> [6.49371732848E-5]
WHNP ==> WHNP PP [0.00399467376831]
S ==> S S|<:-``-S-.> [1.05630083448E-4]
S|<CONJP-VP> ==> CONJP VP [1.0]
NP ==> NP NP|<NP-:> [3.24685866424E-5]
NP ==> QP NP|<NNP-CC-NNP-NNP-NNP-NNS> [3.24685866424E-5]
